CTS	937872402
AIR	936013199
ROW	935664882
NGL	934145713
UDE	933960576
STS	930697760
DRE	929834043
NIC	927766522
DEC	924397433
PAN	923295741
BIL	923236035
LIF	918198174
NNE	916381089
LOO	916213089
AMP	914332916
SAI	910906215
UNC	910147780
XPE	905786325
IMI	904297435
GAI	902646892
ARK	901575371
TIS	899894700
HEL	895622705
VIS	892994837
MAK	892108777
AGA	888873878
IBL	886743270
IFE	885964032
SEA	885690434
ROB	884324710
TOO	884272228
GET	877653491
EFF	877045505
RTE	876755827
PPO	875660099
DEP	873351630
AVI	873089933
RNE	872086009
RIB	871320598
VOL	867955750
MAD	867719645
GIV	866012422
DIE	864452826
RDS	863161947
SCH	862139668
ROL	861595115
OVI	860059985
RIV	859738982
DEV	859029789
TRY	853595303
ODE	849860660
GAN	846300024
BEL	844037777
NDA	843988417
LIA	842583607
RVE	842146751
MIC	839395147
ETW	837710782
TUA	834335454
ERC	832091674
DEL	830191335
CLU	828925492
UME	827410486
EGI	827295919
SAM	824905236
MAI	824223079
ANN	819945835
ICU	819285824
ROS	817839847
EMS	815228219
ARM	807538868
EMO	807304396
SIB	806000970
YST	804081058
EGA	801442700
SCR	800164023
OLU	797461296
RAM	793005418
UPP	789634711
LVE	788914661
BRO	788061140
UEN	785681398
CAM	784839780
RNA	784467338
URT	781997713
PIN	778611405
TTL	778068662
EXA	775248241
RUC	775159005
HIG	772126498
ETA	770934179
DID	769945900
FOL	766935020
VIC	766889920
MME	766703773
DAT	765559341
EDU	765302903
OCE	761797902
CEP	761228051
ROT	760744381
VIE	760388199
PAS	759949263
ORG	758376569
NTL	758192199
SET	756096508
OTI	755506245
SPI	755473878
RSO	751293539
ILY	747899561
DIV	747835577
ATO	746412486
INV	746392672
BAS	744905690
PUB	744800259
AUT	744436126
ONI	744269828
EXC	743862324
SSU	743466423
MOD	742956938
RMI	742075032
LUE	740431197
OPL	740318480
LOR	738743414
EIG	737456312
POI	737261233
JUS	732777049
EOP	732303726
DGE	730974664
EET	730407373
ERR	728862875
MOT	727423746
CCO	724991418
OMA	724716113
NVE	723429596
ONO	722854443
FIE	722377849
YIN	720955118
HIP	720468234
RAP	720148164
HOO	718978479
ISM	718830425
URC	717790756
DOW	714928592
ULL	713796916
BRA	712548578
LAY	711263905
UMB	710795416
NCL	710615019
ICK	710076724
NME	709157407
CAP	707793573
HOM	706992949
GED	706338332
LOP	705540816
IET	704821951
LER	704516213
OGR	701989031
EFE	701740204
DEF	700730657
SSA	699833907
VAR	699147321
NUM	699083645
CCE	697987963
NEE	697844819
HRE	697054423
TEA	696506548
LEG	695915444
PEO	693824015
LOC	692247660
BOT	691834172
PED	691518359
ENI	691434241
LAI	689237296
PUT	688971420
AMO	687459283
INK	687441468
RDI	686808187
ELD	685554767
SIC	683210209
RVI	681816885
REQ	681783375
BEI	680012701
BAC	679230118
LIV	678367898
RNI	677063946
MEM	673653028
MOU	670836063
EPA	670119745
RME	669902432
SUL	669899495
BOR	669471253
DUR	668020262
DON	667737972
OOL	667687021
SCO	667321779
SIM	666406638
PPL	665998796
CRO	663886756
RTS	663354083
ADD	662215010
EMI	661230058
MPE	660864046
FRA	660599583
FIG	659750979
RKE	658364464
ESC	652487526
ABI	651696717
ANO	651516330
UIT	651246069
TEC	650401196
RIM	649238552
APE	648908838
CUS	647914715
SUM	647139248
BAN	645057962
BJE	643845268
ANE	643621617
GOO	643615423
ESU	642724688
OCK	641629889
TEE	639946732
ERF	638460356
SAL	637224917
DEM	635605292
VAT	634893030
UDI	631757847
MUC	630921987
SYS	630540554
LLA	629848556
NOM	629162643
TCH	626978818
UCE	624817434
SOR	624654035
NDO	624543672
TIF	624529812
UAT	624513390
NCH	623673170
NDU	622888895
RSI	622584001
GAT	621554232
VAN	621167643
PPR	621085890
MOV	620328573
ECH	620210511
CIP	619853364
ROO	619057859
ELS	617606060
NEC	617226944
BEF	616963056
CLO	615967520
ORN	615521992
PTE	613211980
ALU	610483010
EEM	609798272
ONF	609631269
SCI	608066956
IGI	605989266
ROA	604424112
MAG	604139378
LAB	603964635
DET	603630199
KEN	603473338
ILA	603022094
ORR	602962720
RAG	602538039
RUS	602066850
OES	599265114
SAY	598649761
ACI	598554452
PUR	598430875
GAR	597550589
NAR	597245429
CIS	596977720
NAM	596545589
ANK	596166885
VIT	595890204
WAT	595790707
PRA	595023652
NCO	593764716
POW	591086279
FEE	588699118
FAI	588469472
ECU	588451528
ROG	587745058
FAR	586613347
TME	586275070
LUT	586025159
IER	585839697
ORL	584753943
RTY	584138340
OWI	583860434
DIR	583508348
NCT	582944044
LEV	582781272
PLO	581862296
PAI	581119919
MUN	580819907
GOV	580507025
ICS	580339768
NFO	580272256
SAN	580205872
SSO	579974921
OCA	579819067
EEP	577040502
TOM	575712925
LAW	575326744
URR	574723133
LTH	574593264
NTH	573541626
OUP	573093303
IBE	572896069
PIT	570651202
EPE	569820096
MAS	569759866
INU	569208816
VIO	568482139
NAN	567578107
LLS	566723763
NET	566679328
OBL	565918607
WRI	565540726
LUD	565178114
AFF	564298855
APT	563987194
PHI	563709005
CCU	563582357
FRI	561429883
EPR	561040509
RMS	560553082
IEW	560419110
IVA	557471687
SMA	557244946
DAR	556601945
ALO	555327758
OCC	555149612
XAM	554911076
LIM	553827334
UPO	552304038
EDE	551766457
SPA	550950969
DOM	548383587
EFI	547869163
RGA	547729328
CEL	547638409
GNI	547389754
TUT	545107488
IZA	545006745
SLA	543758567
DRA	543168190
UIR	543000381
HUS	542710252
SAT	542405401
OKE	542317490
ENA	541348028
MIG	541211462
FUN	541045710
RLD	540850186
ORC	540145077
SEV	538552249
NEV	537835914
LUS	537752963
ARN	537524042
MSE	537125265
UAR	536972943
ERO	536631879
DAN	535210110
PUL	534138884
EAK	533819143
TTI	532569021
ZED	530706145
ADV	529078659
OPP	526407315
OWS	525286869
PAC	524393599
ENO	524117321
ERG	522437376
TOW	521953113
UNG	520813279
MPT	520443899
PHY	520051077
WEV	519328079
BIT	517175588
EXI	517094815
PIC	516508524
SIV	516160771
MMU	514873401
NCR	514400761
YSI	514268650
LIZ	514080290
BOO	513934276
AKI	513305537
NEA	511457158
KER	511161815
OGI	510956915
CIN	509740177
IOR	509362468
RAB	508075152
VIL	506929428
RRO	506856356
WED	504699195
TAG	503861127
FIL	503528116
ASK	502693225
FAM	501543055
BEA	500493043
BAR	499111508
BLY	498449066
CKE	498365777
SCA	497477760
USS	497268840
HUM	496658944
ISO	495128118
GIC	492944870
WOM	492837641
BRE	490909165
ASO	489645834
EAV	488907405
NSU	488861098
THU	487092722
MMI	484589753
IEV	484105010
IBI	483600637
PIR	482853640
ONV	480585073
ATA	478629045
NIZ	478334833
MMO	476104007
EEL	476027430
ZAT	475267359
EPO	475136635
BES	475045947
AWA	474757459
GLE	473925675
GIO	473864322
BUR	473830694
WAN	473477954
CLI	473432350
MUL	473243044
WIS	472182912
NCY	471086019
OFT	470251665
BEG	468216030
NOU	468011375
CHR	467705604
NGU	467187939
RAR	465955437
OOR	464661153
WAL	464440380
ULE	464378089
FLO	463813489
ASH	463302491
BSE	463082419
BOD	462224029
HIT	461820812
DUA	461735226
RID	460843781
LTI	458767006
IGU	458187009
TAC	456894504
NIO	456796159
RNM	455872047
TYP	454150344
AGR	453981980
ETS	453820281
CRA	451802207
COV	451376925
INN	451163417
IEL	451086003
UIL	450594824
OTA	447404740
BUS	447297185
CID	446927214
MPR	445517720
UMA	443921884
IMS	443262284
APH	440006034
NON	439384745
BED	438660881
NIA	438644406
DOE	438196437
NNI	437479681
ETY	437267283
NTU	436632266
HET	435934061
ASU	435788438
KET	435577304
IBU	434327234
RPO	433622989
ALA	433607274
GOD	433391376
XTE	432168167
IRI	432117797
HUR	431219434
EOR	430130562
OBS	428337956
RTU	428054327
APA	426969299
NGT	425628035
OAD	424668969
CEI	424619538
CUT	423838632
RIP	423718650
PET	423503007
NIV	421696750
EVA	421021857
ARO	420711049
AUG	420380181
GUR	420321962
PHE	420253872
HRI	419918784
RAS	417731974
EGR	417610890
OLV	417324769
LUM	417288443
PME	416666694
GUE	416659675
PLY	416438050
GLA	416133689
BLA	415584529
NIF	414875698
ERL	412339257
SIA	412113210
BIN	411758942
EIT	411321847
SUA	410151862
WEN	409684713
LOY	409021763
OGE	408902317
HIE	406947564
ODY	405905497
SAR	405723043
EEK	405308236
HIR	404009130
LDE	403514580
SCU	402905888
BAL	402550449
OGY	402358741
DEE	402068410
DLE	401335194
REI	401247424
UBS	400594752
FAT	399638989
GUI	398119819
HOP	397704024
ROF	396697770
BEN	395981485
NGI	395552905
EFU	395242650
IPL	394886604
ADY	394365192
WES	394288907
OPI	394069109
TOP	393846793
NFL	393257454
IEF	392600321
OPO	390416579
OTT	389632128
FUR	388818324
YPE	388643374
XCE	388278983
GUA	387449005
RRA	387052729
PHO	385803861
ADM	385781613
PHA	385148149
UFF	385031519
VEM	385026394
RIL	384646945
EDG	384410968
API	384145301
LOV	383932129
ALY	383746110
DLY	383625855
EUR	383427200
LOU	382812406
EAM	382566587
ITO	382559322
ISA	382538915
EIV	382092120
WEA	380802933
XPL	379955084
KES	379487762
LIB	379482356
ETR	379071696
ALM	378668968
OLA	377713012
SCE	377452861
MMA	377163788
CHU	377097562
IMM	375851458
DMI	375343715
FLU	374860556
ISP	374686361
VIR	373967191
ALK	373963607
GGE	373954137
IFT	373553683
EGE	373252036
BLO	373025429
AIT	371356923
NEY	371136413
LDI	371006584
SUE	370988417
OWL	369656751
URP	368459192
POT	368353412
ELP	367148003
BEH	366991037
URY	366847738
LTU	365484469
FLE	365357220
NAG	364748771
SWE	364367455
RVA	364236067
AVA	364235861
HON	363836127
HOD	362902452
DRI	362862703
COS	360314122
HEO	359780053
OOM	359663502
IRC	359509837
EXE	358959335
UGG	358718875
CTR	358161894
NVI	357631325
XIS	357525633
POP	357210924
OPH	356600789
ODI	356560386
IDU	355935495
AYE	355928894
ELV	355181363
SUS	354962390
SIL	354944731
ODS	354672257
OON	354160801
FEA	353244737
ESO	353010991
EVO	352827723
UNE	352245030
LDR	351896647
LTE	351862627
FIT	351814306
AVO	351031951
EES	350774036
ONN	350426547
UCC	349418297
HAM	347449879
TOL	347077752
DDE	346168146
AMA	346009526
BAT	345956036
FES	345906667
LWA	343420004
FEW	343232008
FEL	342865508
TTA	342495488
IRT	342040021
UCA	341324386
OOT	341233922
SEP	340602145
OPM	339936701
IUM	339091579
OWA	338671620
NIE	338648482
RUL	338264290
ECR	337163800
UIS	336930138
NEN	336661843
BUI	336162523
OBA	335542032
ERP	334470442
IOD	334450763
EFT	334152299
MAC	333454662
LOT	333361127
PAL	333187795
IOL	332620874
EER	332310293
SLY	331906808
ABS	331401871
RAV	330927340
YED	330433170
CIR	329296529
OUB	329157076
GUL	328851547
UBJ	328560179
YOR	328388222
IGA	328327871
ETU	328058396
YER	327979621
CIL	327875611
DUS	327612780
LEF	327333136
EYE	325614608
DDI	325302622
SIR	324882332
USL	324294218
HUN	324209642
NUE	324125778
HTE	324027724
CIF	323469753
AGI	322624541
HYS	322520808
FOO	322355794
RLI	322035202
DOU	321531621
BST	321136615
PIE	320762617
RAW	320162540
OBJ	319748007
ISL	319466237
APS	319348661
CKS	319297278
CUM	318105906
CHN	317663907
MID	317077286
IDI	316779025
TEX	316401885
TOG	316055072
FAL	315863452
OSP	315734901
BAB	315104155
YTH	315021900
JOH	314841337
EWS	314572664
GLI	314478723
GEO	314457027
NTY	313628993
ACR	313132573
TEG	313052109
IQU	312966334
GNE	312900889
NIG	312748146
RUN	312727884
RRY	312299759
URO	310259788
YES	310246674
ORP	310011696
DRO	309707081
RAY	309314165
OHN	308414190
HOT	307566169
YET	306627877
GAL	306121286
ADO	305719580
CIO	305234892
JUD	304323288
GOT	304184004
OBE	303638523
TUN	303573078
IPA	303389163
RKS	303353340
SEM	302926643
OMB	302502012
HTS	302381055
COP	301389919
NFE	301299116
DOC	300501873
PAP	300355706
LIO	300305822
ANU	300266687
AIM	299848719
ELT	298834190
OIL	298525984
RCU	298310179
THS	297741137
EDS	297710732
OPU	297563488
FEN	296685633
IDA	296536031
NDR	296530828
IRO	296372075
AMB	296313453
TIR	296220827
IAM	295470709
AIS	295467156
ALW	294866898
NEL	294154094
URG	293935372
KNE	293842643
EGU	293664646
DAM	293655716
ATC	293503144
FLA	293295813
NIM	291875057
SKI	291802520
NEX	291766720
OYE	291627946
GEM	291219093
SEQ	291013038
ILS	290407803
VOI	289024513
NFI	288914638
RSH	288177517
REW	286640888
OTO	285656290
LLU	285180158
IRA	285119975
ATR	284497156
USA	284116981
ICL	283224308
BON	283155596
USU	282988087
XPR	282876921
TOT	281908674
MAJ	281861558
IRM	281819364
INO	281647758
OLS	281498408
SUG	281333604
PES	281317960
UDY	280447225
GRI	279238531
UED	279157324
HAI	279026046
RPR	278848913
IAB	278814199
LAM	278473862
SKE	278298183
NAB	277988668
MBI	277916471
ADA	277392041
WLE	277107331
GIS	277073624
GHE	276941336
IRD	276856450
LAD	276707802
SMI	275340157
SUF	275144774
LEY	274452170
RCI	274034784
KEE	273823702
LEX	272644138
GTH	272584989
MEL	272417509
AMS	272102972
RGI	271909543
LYS	271820969
SPR	271773840
BOA	270874238
UTS	270271168
LTS	269906353
ALF	269625068
PAY	269497074
OIC	269465117
UMP	269053210
RUE	268886539
TAS	268853549
IPT	268619688
ARB	268278618
LMO	267966009
NVO	267466685
YON	267090402
JOR	267051005
RFO	265997364
OPT	264633388
YME	263778278
UDG	262714044
XTR	262526653
IMU	262215981
BOV	262079202
HEE	261517106
DVA	261439554
ILT	260083596
UTT	259906065
IGE	259730009
NSP	259702253
OCU	259455313
NSO	259205967
NEG	259130200
UPE	258202729
AGO	257903618
LSE	255263911
OAC	254183465
EHA	253831494
DUL	253349395
URV	253114122
RUM	251119174
KIL	250828791
UNS	250781153
OMO	250717471
TIG	250621789
SLI	250507265
AJO	250450217
WID	250058936
OCT	250032446
EPL	249976840
IPS	249478149
UNA	249172926
ECK	249153611
CTL	248701181
LID	248592892
NSH	248523959
VAI	248486334
COO	247991051
SAG	247527982
COA	247089829
MBL	246563214
THY	246127929
SYM	245491409
RIF	245251090
EPI	245034149
GOI	245020138
MEE	244755941
NUA	243323725
LAU	242869128
ROR	242082109
CEE	240870168
RIZ	240701995
UID	240540637
GLY	240506103
ERH	239718268
TSE	239259543
NGR	238352607
NDL	238015039
AUL	237942434
EAU	237756705
OAR	236594295
FUS	236582108
TOU	236411751
CEM	236403074
ENN	236374589
AMM	235943112
OGN	235915305
IAR	235793601
MPU	233523851
WHY	231951639
GNA	231573521
CTA	231474077
UTU	230872652
NOV	229263808
SIX	227987821
ALR	227912548
USH	227018420
IAG	226671636
WOO	226555411
COG	226518248
IBR	226293394
PAG	225488947
RFA	225245074
TEP	224894769
NSC	224694157
RHA	224448997
GON	224227116
ILO	223973055
AGN	223959464
PEE	223735225
POO	223452434
ZIN	223391097
LEE	223386412
BOL	223344192
ALC	223227040
NOL	223041204
KEL	222487078
RMO	222438310
UMM	222403774
ADS	222204795
RKI	221890667
PSY	221807012
HNI	221681657
SIZ	220965831
UCK	220771001
RNS	220697492
GLO	220511376
LAG	220049261
PPI	219758207
TTO	219499208
OID	219057289
EGO	219030815
TOC	219020927
ECL	218752273
PEL	218389400
SAC	217804860
ACY	217585630
LIP	217497971
IDD	217050585
OAT	216980715
UAG	216883280
FFO	216651890
EFL	216175389
UPS	216075703
FIV	215637865
ATS	215430062
CRU	215238306
ATM	214998184
TAX	214976942
NUT	214919705
FLI	214712390
SUN	214463695
ENV	214288694
IFY	214254482
OXI	214230921
ASP	213311433
NEI	213232532
GOR	212191987
UTO	211928224
ICY	211731021
NKI	210594190
YCH	210416399
TNE	209970555
PIL	209301425
STL	208834954
IPP	208305636
JOI	208196666
JOU	208028694
IRL	207952614
FAS	207785208
OFE	207695313
SYC	206980672
SLE	206956741
POU	206933306
NSW	206150962
ONY	206116787
OKS	205663695
MOM	205447495
SLO	205334708
LOA	205324500
STY	205011932
UBT	204158911
ORO	203975700
ENU	203862133
OLY	203802715
NKS	203397536
OIS	202905386
SPL	202500916
RGU	202418928
EBR	202392419
BUL	202192100
RER	201985540
DUE	201865503
RUT	201632866
OPS	201162256
ADU	201154199
NSA	200916869
APO	200614556
POE	200351420
RBA	200215659
MPH	199569864
RUG	199466215
JUN	199292092
LRE	198939074
SUI	198797039
OSO	198436340
INL	197950715
UIN	196882466
FED	196296281
RSA	196083929
RLE	195994633
NSF	195857161
DEG	195471801
OBT	195223525
FIS	195172966
DIO	194981811
LDS	194690576
WRO	194056166
SQU	193045210
RFE	192854586
RWA	192804732
GEL	192775619
BTA	192211813
RTM	191745251
ERW	191683094
SOO	191666600
HME	191439726
CUP	191418091
UAN	189933012
GME	189554915
HAB	189043031
URF	188501410
ITL	188167868
SOP	188110576
TUS	187303318
OOP	186961873
BIO	186933806
SEX	186163763
AYI	186150448
VOR	186064274
NGA	185992573
ROJ	185882026
CAD	185844721
ROY	185527461
NEM	184871233
AFR	184300140
NEU	184096900
LTY	183850932
WEI	183780432
IDS	183078353
OJE	182481089
ONM	182350292
DOR	182293942
DDL	182191959
EPH	182004887
WAI	181833564
RGY	181580716
OMS	181520600
ULI	181169095
CIV	180897692
MBR	180734600
URB	180328399
SAW	179886790
CCA	179128732
BIR	178516273
AUD	178452209
COT	178365005
EOU	178297266
ABE	177242287
RYI	177011612
EON	176773220
XIM	176641915
UNL	176507678
